Participant_ID,audio_feat_0,audio_feat_1,audio_feat_2,audio_feat_3,audio_feat_4,audio_feat_5,audio_feat_6,audio_feat_7,audio_feat_8,audio_feat_9,audio_feat_10,audio_feat_11,audio_feat_12,audio_feat_13,audio_feat_14,audio_feat_15,audio_feat_16,audio_feat_17,audio_feat_18,audio_feat_19,audio_feat_20,audio_feat_21,audio_feat_22,audio_feat_23,audio_feat_24,audio_feat_25,audio_feat_26,audio_feat_27,audio_feat_28,audio_feat_29,audio_feat_30,audio_feat_31,audio_feat_32,audio_feat_33,audio_feat_34,audio_feat_35,audio_feat_36,audio_feat_37,audio_feat_38,audio_feat_39,audio_feat_40,audio_feat_41,audio_feat_42,audio_feat_43,audio_feat_44,audio_feat_45,audio_feat_46,audio_feat_47,audio_feat_48,audio_feat_49,audio_feat_50,audio_feat_51,audio_feat_52,audio_feat_53,audio_feat_54,audio_feat_55,audio_feat_56,audio_feat_57,audio_feat_58,audio_feat_59,audio_feat_60,audio_feat_61,audio_feat_62,audio_feat_63,audio_feat_64,audio_feat_65,audio_feat_66,audio_feat_67,audio_feat_68,audio_feat_69,audio_feat_70,audio_feat_71,audio_feat_72,audio_feat_73,audio_feat_74,audio_feat_75,audio_feat_76,audio_feat_77,audio_feat_78,audio_feat_79,audio_feat_80,audio_feat_81,audio_feat_82,audio_feat_83,audio_feat_84,audio_feat_85,audio_feat_86,audio_feat_87,audio_feat_88,audio_feat_89,audio_feat_90,audio_feat_91
300,0.22548141990808993,-12.88904051756746,23.186601819497575,-0.01614602607325597,0.004838750219513101,0.06764413363245227,14.13236056282631,9.913465371309066,9.646416227448539,3.6634340928036266,6.602111588070197,0.004160758648126145,0.232951577513638,1.43982271089472,1.4023537454807404,5.009096636273942,634.3162505798354,1427.6166816735033,-157.6672276663194,1584.927229017981,-159.98217319832509,2490.373974277519,-161.45024542034358,0.41385194598543834,5.334352586680509,6.605720611211294,0.018733002724310027,0.011531912410316324,0.1774989864284805,8.457116754875784,6.841389787009835,7.393696927301898,6.393375768636025,12.373428876542176,0.019721158214290886,0.5850266366925904,2.9112061464798598,4.829049191822214,9.931574816782017,172.73573958986844,184.1916955440063,77.922125129854,177.1799481050469,73.50351963927748,181.26480577968633,70.776414389419,0.04914787,-41.19745,-9.815597,-0.09197041,-0.06413352,0.005707813,-13.35646,-34.52385,-34.1203,-47.56674,0.0,0.0,0.0,-3.71693,-27.57072,-17.39676,157.9334,531.057,-201.0,925.8204,-201.0,1719.274,-201.0,2.884174,11.41056,55.18803,0.08836647,0.06327292,1.491606,50.39347,36.43188,49.86256,32.50931,49.49612,1.0,6.0206,13.74959,191.6641,49.38022,1327.1,3821.395,19.09121,2364.178,21.52538,3388.925,11.16133
301,0.17276906201793998,-14.790941029553077,25.50511872827143,-0.01437218348337483,-0.0015042396889723808,0.04491973839555264,22.156096475909703,6.702536549609057,9.619982422288919,3.043987041908329,8.397833238778432,0.007855717909985752,0.3511930584985437,1.737624658321937,3.0425595907087386,8.405147361584637,561.3408729565704,1417.0289839365912,-135.17197263876838,1530.7046822773289,-138.5872590283737,2465.227583691404,-141.3222252857852,0.15779429939720943,5.742630443130973,7.115718065238209,0.02093155057138669,0.015428805310140223,0.04702021241102827,13.22400152545087,10.94428638521063,11.206218087694381,10.062720424768473,12.088147670242948,0.02521605476114308,0.7765252909676398,2.844814775265753,5.647777650395943,12.791769959751486,146.41970532824766,186.58188130458075,89.18501739573074,179.37785503634933,84.53283300826696,197.87898619502792,80.7164778671834,0.05048817,-38.10082,-13.01351,-0.09307277,-0.07944765,0.004677797,-25.02368,-40.43327,-35.71667,-61.47403,0.0,0.0,0.0,-8.48979,-99.43439,-78.52061,139.3109,128.5496,-201.0,692.8353,-201.0,1666.799,-201.0,1.613604,19.2425,51.49425,0.0930647,0.04546733,1.518915,57.84389,49.30553,59.70211,36.58677,46.27137,0.9762502,6.0206,16.64233,110.6997,53.8091,1388.602,4064.035,23.23417,2464.795,18.85625,3606.226,7.759569
302,0.09419933248194422,-15.264084538750184,25.444096892658944,-0.021518279424933992,0.006031439962971202,0.024313212763877906,16.865364241708733,8.504996096607746,12.409520086425497,5.362731398206428,4.923512422241552,0.003457169415315107,0.1998665979581027,1.0376074243752964,1.841724069017542,4.3907628885547485,591.8038395263324,1439.4271501462913,-164.34117114243665,1563.0793267185938,-166.56385432247845,2482.1498885418314,-167.5236615561653,0.06099669406936419,4.494209074006623,5.621547619029776,0.016647679888776842,0.010654268946903415,0.028665438601963224,7.886815873699209,6.027425244108496,7.297680891522146,6.587908680997429,10.39017249784261,0.01262748754942825,0.5885363885729434,2.3037420794077876,4.7956689104440455,9.472569065209111,167.50350940214872,189.07152857211088,73.27527777461849,185.4118682021016,68.61983997481067,203.55029174899573,66.62413937138214,0.04992027,-40.23085,-5.160808,-0.1132206,-0.05434365,0.003261923,-13.26781,-30.1251,-22.92884,-33.90091,0.0,0.0,0.0,-2.275339,-34.93151,-14.94835,161.2046,718.4227,-201.0,949.8911,-201.0,1823.213,-201.0,0.894028,9.436311,52.86346,0.07291997,0.04462934,1.613521,47.15484,43.84494,52.09305,37.01178,48.66841,0.5322514,6.0206,14.78875,105.94,44.08395,1366.874,3570.51,14.60213,2490.405,11.42869,3566.498,4.82144
303,0.16174018769248721,-14.996057879721267,25.766605564791117,-0.0032805659491706926,-0.00422198588114673,0.040337207294957676,23.700114979523075,5.983674640364359,8.892822395346334,-0.4616095550518441,13.115859847146945,0.00866359044383107,0.3990883630235268,3.2816943599955337,0.7464709353826546,8.846560054761099,587.7698146935833,1445.2249821772932,-124.14481673118496,1579.067279230863,-129.2946750530119,2493.344995239835,-132.24017297229656,0.13486298238400835,5.863148956917188,7.041171163729785,0.02703447216144694,0.016962518149304086,0.04030603428415881,11.500788668061185,11.673022921128586,12.483414950218037,13.524483123085414,16.437023872984458,0.030950737653648537,0.7803266594440366,4.466936423760736,6.127873185115241,12.851426077942893,159.28421390773192,193.45505505258825,92.51659832008163,182.78949293200134,86.13591228301739,209.0376893066684,82.48317559252759,0.04615353,-41.94379,-6.748279,-0.08985549,-0.07519382,0.004251858,-23.62828,-50.55146,-41.05075,-59.76826,0.0,0.0,0.0,-14.07387,-201.0,-170.1374,153.4368,674.0276,-201.0,844.5603,-201.0,1585.88,-201.0,1.492371,13.18183,54.24734,0.1111132,0.04418443,0.9441645,52.8582,42.71486,54.46748,42.01963,52.25579,1.0,6.0206,17.47987,184.2615,59.18592,1310.588,5483.173,27.74751,2442.222,23.46393,3564.55,10.51371
304,0.12365436493312809,-15.657375502555542,25.482294737745598,-0.00942466852554537,-0.0017225927619560469,0.030704460921646304,22.702602039572646,4.540827669040199,10.308835915552217,0.9735920300165046,10.410853817628947,0.00607629210994133,0.2829990936919393,2.6332602313123203,1.3127018355330056,6.633916644119308,587.8475745180176,1436.0481743628243,-142.45955234584378,1594.39106770213,-146.48260303549117,2508.260241130009,-148.37944389527544,0.11071176392290204,5.480202649364854,6.753118807044104,0.025616090979461974,0.014596393412598715,0.03415546993812037,9.194063733280897,11.252514921609674,10.693540375970825,11.852825441573204,16.08937623166922,0.024594730485987377,0.6459441373771218,4.383115399772891,5.157938242471854,11.505220689786636,149.71980470946284,189.444785391954,87.56798236204132,173.32571675458095,81.30711171391859,208.36851642117756,78.37875321915544,0.04502602,-41.98578,-6.533311,-0.08970772,-0.06315938,0.002521686,-11.52317,-52.67548,-38.70186,-69.44333,0.0,0.0,0.0,-10.0236,-141.9046,-111.7218,160.4379,733.6091,-201.0,713.204,-201.0,1701.764,-201.0,1.128354,9.729312,55.25335,0.100514,0.04451558,0.9766769,51.89153,34.42474,52.41255,30.55187,50.06654,0.9006898,6.0206,17.33607,36.77083,56.64267,1361.438,3645.594,29.08622,2518.341,20.09204,3642.478,14.21779
305,0.48492892263222137,-17.771436339166296,30.45852127999777,-0.00464258468341667,-0.01957604186255108,0.2964322276453321,41.262493911509075,4.651155106532528,5.162211568812507,-0.23444252181954417,8.114568530657994,0.006308974951443879,0.3556504711516643,1.4752828081785883,1.792932558359035,8.389728733481595,592.5769203631542,1517.663176343341,-140.33456545302766,1516.7507314021457,-144.30969944713613,2470.1739525399653,-147.70553959391512,0.37377522413247943,5.520050583487585,6.591520727464201,0.020693348448635324,0.013077235335640985,0.272574862108248,7.130022514096191,10.93935917641314,12.012660561451241,10.925449163840844,12.402272682100197,0.025397779034969124,0.718287994752036,2.7736005083853104,5.679474141660962,13.579398509445433,176.0036014339112,192.1512895601986,87.5509532520293,229.93860725537783,81.79193979210478,258.9654552253746,76.8374320090837,0.00970767,-42.39552,0.338097,-0.09238371,-0.08843714,0.0002915898,-3.659357,-56.52838,-44.13888,-58.6483,0.0,0.0,0.0,-17.28864,-140.3199,-100.5407,115.6382,827.1658,-201.0,763.7189,-201.0,1545.658,-201.0,4.888619,11.25963,56.90375,0.09650405,0.03472273,4.9869,64.55942,47.57027,63.40806,42.31001,47.24951,1.0,6.0206,16.94739,201.0,61.87958,1241.492,4877.583,29.9782,2364.933,28.43792,3690.136,22.14263
306,0.35851525620178076,-18.225985687152182,29.924582117342606,-0.005319730760140053,-0.01743257466916751,0.19400536103049204,37.40270885508357,7.6622508606481725,3.2924666845618695,1.4303862780897516,9.548375929538729,0.005893812787424772,0.35273452155561147,1.9778997154554574,2.177192570117698,9.102306075194509,673.1530532247162,1535.03435288791,-143.0817208705064,1610.5947528925715,-147.42257870288353,2567.7534693611165,-150.40384632013684,0.20384365880180466,5.691633822686833,7.407656485185229,0.019804886079293246,0.009889724374098834,0.14626459082061968,8.316889975782011,10.531037216098193,11.142418251112101,8.551870521680513,14.759790934396404,0.021099841851848145,0.7093277745791341,3.418556166768308,6.347772871397266,14.95997547156086,169.78601461004646,201.7774125859733,85.11998252053215,233.490138009293,78.44473211732966,263.2885819735808,74.02968282544843,0.01066394,-42.4537,-3.610179,-0.08401249,-0.07468114,0.0007417264,-7.957466,-42.84222,-49.38014,-58.18264,0.0,0.0,0.0,-6.97768,-201.0,-177.6303,127.2792,788.9314,-201.0,887.7656,-201.0,1602.846,-201.0,3.395906,9.13195,57.03379,0.09663212,0.03469108,3.503917,59.11043,48.68573,47.25661,40.759,49.50498,1.0,6.0206,16.51631,201.0,60.07123,1202.012,4268.105,28.12494,2432.883,19.30749,3632.29,7.670762
307,0.6409945498806511,-16.42380218705014,26.587543592821767,0.011665481632165693,-0.023304386314415487,0.3559932948793021,37.165815352694715,-0.49632880990555817,5.876158981499066,-6.289699812953122,15.737481959119092,0.009002048485768776,0.5025412377826063,3.5303396947173082,1.15271952304664,10.868031398130691,685.8152759057739,1480.3067202798045,-111.74991555348497,1642.5228643204275,-117.28456511005271,2558.462620164363,-120.79357243059249,0.4906070466399366,6.951102313746724,8.991652082999014,0.02739808991483,0.014283068925624294,0.3247283568439285,7.256347437410146,16.39614237278086,12.345771377328422,14.578981792165095,17.47571650594444,0.028208905248591747,0.770983337202027,4.428411495811017,8.347187048292863,14.852944654977298,159.68142198042867,207.29815181270382,95.18771336595547,217.05642069950636,89.1349573871644,253.40981100887151,85.4551095445706,0.009868166,-43.46099,-6.059577,-0.07499617,-0.07475983,0.0007712974,-8.337936,-59.01474,-42.99075,-65.061,0.0,0.0,0.0,-7.055918,-143.6301,-132.8402,130.6092,830.9069,-201.0,820.9929,-201.0,1465.597,-201.0,4.078962,10.85947,57.84652,0.116879,0.041726,3.994859,58.83964,46.93947,58.86583,38.09166,59.99818,1.0,6.0206,20.03785,201.0,62.61371,1201.443,4118.579,46.2863,2419.368,34.24037,3569.356,20.57247
308,0.2794525185745078,-18.134864796028978,30.923223543399878,-0.010264809834098354,-0.015251432284069586,0.14721706336291668,37.25335617058762,9.238139018245661,1.3859456307894737,2.0661547650424428,5.679376778436074,0.0045763983780049795,0.1996268821532228,1.2214796901861658,0.8425708614728454,5.0679431346633095,645.284479233713,1579.341059548619,-168.35012265042468,1554.8605847376552,-170.8732307988195,2521.0885496795613,-172.69845119193832,0.14955492829671907,4.41230240998529,5.950254664167361,0.016451349349989614,0.007648772283640826,0.11411439078886627,6.157974823671023,6.922532695219946,7.8493511732854175,6.6339916898738185,12.579575490802672,0.026745572142250623,0.5494888336595903,2.930245948862724,5.571623944865616,12.039792113472965,176.9010235959346,201.69887024036697,69.23747696243046,236.04182304246507,63.57074642015469,260.28968141921644,59.69497586751689,0.01076298,-40.90942,-0.5089734,-0.09917239,-0.06452587,0.0004355412,-3.183619,-39.10561,-41.03608,-41.38051,0.0,0.0,0.0,-5.353836,-189.7958,-166.879,125.9073,935.7755,-201.0,871.0781,-201.0,1652.464,-201.0,3.848064,6.195704,58.85851,0.08605906,0.03437691,4.12428,57.47004,48.56663,37.64411,34.51112,47.47946,1.0,6.0206,15.12376,189.3033,58.12147,1206.214,4784.21,21.84655,2467.765,11.5028,3515.219,7.745516
309,0.11748429651185532,-18.376200708399068,29.785869735172128,-0.017397112144849448,0.010702296498777901,0.03531593348476311,20.06353380878515,7.183553493905651,10.625880722649027,3.190786571803775,4.268250984707833,0.003324329175058603,0.16717289200202665,0.9002705052484559,0.7016411076487025,3.230843071586516,689.9415527360081,1395.7158650476906,-168.430064395425,1670.853817612211,-169.99788154669068,2641.5880603750056,-170.71041065274872,0.20999493409463696,8.149322502815254,9.78276319974499,0.03077734870779947,0.017093611420920224,0.07033591191652526,10.37732145753307,11.672302996629456,11.243153295101342,12.316475149991376,9.773543548704321,0.016321362475579672,0.5957055998254861,2.301204455221643,3.7695125257291937,8.533203386978995,202.38099155763248,206.2759952615447,72.3381204183899,241.28788544580766,68.89118794198086,252.39043121768532,67.28992578272833,0.01485334,-46.87423,-12.15915,-0.1302821,-0.0715917,0.0007702506,-32.2239,-52.55661,-34.09052,-73.15255,0.0,0.0,0.0,-9.707829,-164.8,-144.8838,151.6492,164.7297,-201.0,919.9474,-201.0,1774.845,-201.0,1.788709,15.7969,61.31343,0.08953171,0.05459889,1.77813,57.82839,50.15469,77.72171,45.26437,58.65599,0.7432134,6.0206,14.93598,200.8856,63.40786,1459.258,6320.174,22.16415,2626.832,31.14644,3896.51,21.48884
310,0.09360228656106453,-20.219244515492438,32.03661766557048,-0.028192876195530025,0.011218555231494997,0.03784903191291021,19.46675884128006,9.202008294358773,10.04941168067171,6.445590228842144,3.094661589714448,0.003027312014934176,0.18698779052301465,0.4463740399662831,0.8383140432465785,3.5119147491059337,701.8356095219492,1356.0360719668986,-170.11265617182502,1688.7182003563482,-171.78775241570844,2673.309200561159,-172.9247373046485,0.1329005166009526,8.649221192026934,10.300586016499834,0.027548608843473026,0.01436001557987208,0.07020598103476698,11.354717636632891,9.47310571040563,10.140256338836442,9.966135291223454,7.349612531516372,0.01368004754133945,0.6564097629898691,1.3127007780505107,2.972544268872561,8.854600141410872,232.63977021253913,199.8520052630292,69.30527743596312,269.0979926769994,65.54704847428555,277.01927284035537,62.94561355125027,0.0157889,-50.60617,-15.4164,-0.1314694,-0.0724131,0.0008522565,-29.13098,-46.97511,-38.36958,-46.7535,0.0,0.0,0.0,-14.66264,-117.8669,-150.0277,136.4175,496.9629,-201.0,899.0361,-201.0,1659.484,-201.0,1.387867,17.50084,65.21168,0.07789328,0.05808342,3.538297,60.34167,46.1035,74.73527,45.307,62.21109,0.3847834,6.0206,26.45962,179.3414,61.84586,1441.144,4823.747,16.10188,2742.737,17.00459,4092.216,12.1559
311,0.050358107041455526,-16.38828825906001,28.227901405094727,-0.013413285784148703,0.014825561627439416,0.009888535243987931,15.419906096125613,7.810697953266281,8.300895413909563,-0.24803972505253366,4.499617433475083,0.0026855052666866137,0.12618637869047133,1.2265470559304577,0.808658645824159,3.0583419792961726,644.9145575730182,1388.6162476012832,-174.99565584030896,1608.1028847482876,-176.40181916002743,2594.6128788164297,-177.40427091112275,0.06885582524716154,7.3731966280856645,9.0154953263164,0.02395645623744943,0.01155593842787247,0.018870127470148334,9.624029315333086,9.052796193980157,9.682513355993125,11.069099377134085,11.416245896143092,0.016619679488851184,0.49565986808352763,3.293676194920286,3.3856468059258065,8.38879193588696,178.66872340109433,191.7711946225469,64.21472928957756,215.60994102240255,60.68759810305921,233.11278852109464,58.14202373541414,0.01636393,-43.89133,-21.26051,-0.1129904,-0.05376099,0.0007539403,-29.41447,-45.17352,-33.39391,-71.77835,0.0,0.0,0.0,-4.695966,-20.3205,-201.0,181.8957,470.6217,-201.0,911.554,-201.0,0.0,-201.0,0.8237705,22.27114,59.67687,0.1036336,0.05808381,1.268288,56.19124,44.5498,80.56741,39.77864,62.21062,1.0,6.0206,24.30587,38.71401,50.55093,1362.687,3797.781,23.45959,2782.695,23.07843,3957.927,15.1735
312,0.12851057615315475,-19.73527179905898,31.573602897701655,-0.025709698946337085,0.007979979770340375,0.07400953895581577,21.819998490212498,9.035008287202563,10.422397021653946,6.375524349572353,4.512553350972251,0.003954438353314007,0.2272323496121633,0.907386478274977,0.9400108134832036,5.628490353689362,671.213803280079,1358.9437401800183,-162.0549562280904,1650.8771132962831,-165.16315320538774,2648.3652588236782,-166.72870126573955,0.1760527928747604,8.210008283515206,9.648340381433876,0.02718873093333395,0.01924965881758243,0.17951348380623283,13.855935891190308,9.243253280931016,11.19743732087349,10.453609141581476,9.3752768272893,0.016173120775006503,0.7315351322713716,2.227692920941382,3.8731630605457115,12.093778497727223,229.28958632924088,211.2027269391351,75.84583810132095,267.13681873828193,69.75282004969802,266.87321205420363,66.64232048117246,0.01730458,-46.02697,-28.18614,-0.1180517,-0.08227199,0.0008852912,-32.49906,-50.14626,-37.9845,-55.78646,0.0,0.0,0.0,-15.27258,-177.1758,-163.0083,126.6327,251.9403,-201.0,845.3591,-201.0,1809.751,-201.0,1.446073,26.72396,60.55737,0.09506657,0.05153571,5.505558,63.61455,57.1506,63.56274,44.7826,62.20987,0.5235242,6.0206,23.63204,201.0,56.07638,1525.889,4094.842,18.57938,2701.327,24.28429,3994.986,31.10861
313,0.07022931459918803,-17.86246138283163,29.757607186474925,-0.0157687900696656,0.01158585031677465,0.016557874145912272,19.797877276178458,7.538380454228415,10.168725777597603,2.2409287846600994,5.204353358674308,0.004070749165852731,0.22961088055955875,1.1785810878404845,1.1268851199189887,5.674228848789736,633.505552848538,1377.1331522289447,-156.1177332712177,1605.7002063538182,-158.61588475024965,2571.7563563126887,-160.95982169123783,0.08880661020353176,7.325949501190029,8.587734686798555,0.025647545582004917,0.014796584099230924,0.04111079069974983,13.368322329964554,9.185427496069126,10.486150032091567,11.819972069159201,9.678210271422527,0.015910506347806604,0.7048301487103485,2.3863808967051305,2.9754773132914494,11.05024650034748,206.0439182516061,190.5624167918978,81.30041013740416,245.25633865253266,76.81587543718148,257.9238034776594,72.49515143949074,0.01639221,-46.18331,-20.91792,-0.1168051,-0.07108617,0.0005579949,-29.58382,-38.60277,-33.18026,-60.51015,0.0,0.0,0.0,-8.302645,-16.60474,-12.71384,162.6336,273.0348,-201.0,918.077,-201.0,1755.301,-201.0,0.7663997,21.78125,62.30219,0.08627316,0.06559997,3.417991,57.17209,53.99527,72.87586,63.17662,61.75987,0.7515109,6.0206,16.04283,83.06733,57.25007,1360.578,4079.187,19.66036,2585.296,11.17744,4023.737,7.194706
